きっぱり,きっぱり,딱 잘라. 단호히 (+거절하다),N2
切符,きっぷ,표,N5
規定,きてい,규정,N1
起点,きてん,기점. 출발점,N1
軌道,きどう,궤도,N1
気に入る,きにいる,(1G) 마음에 들다,N4
記入,きにゅう,기입,N3
記念,きねん,기념,N3
機能,きのう,기능,N2
技能,ぎのう,기능,N1
昨日,きのう,어제,N5
気の毒な,きのどくな,딱한. 가엾은. 안쓰러운,N2
基盤,きばん,기반,N2
規範,きはん,규범,N1
厳しい,きびしい,엄하다. 엄격하다,N4
気品,きひん,기품,N1
寄付,きふ,기부,N2
気風,きふう,기풍. 기질,N1
起伏,きふく,기복,N1
気分,きぶん,기분,N4
規模,きぼ,규모,N2
希望,きぼう,희망,N3
基本,きほん,기본,N2
気まぐれな,きまぐれな,변덕스러운,N1
生真面目な,きまじめな,고지식한,N1
期末,きまつ,기말,N1
決まり,きまり,정해진 바. 결정. 규칙,N3
決まる,きまる,정해지다. 결정되다,N4
ぎみ,-気味,(몸상태 심리상태의)안좋은 조짐. 징조,N2
気味,きみ,기미. 경향. 기분,N2
君,きみ,자네. 너,N4
奇妙な,きみょうな,기묘한. 이상한,N2
義務,ぎむ,의무,N2
記名,きめい,기명. 이름을 씀,N1
決める,きめる,정하다. 결정하다,N4
気持ち,きもち,마음. 기분,N4
着物,きもの,일본 전통옷,N4
疑問,ぎもん,의문,N3
規約,きやく,규약,N1
客,きゃく,손님,N4
逆,ぎゃく,반대. 거꾸로임. 역,N3
脚色,きゃくしょく,각색,N1
客席,きゃくせき,객석,N2
逆転,ぎゃくてん,역전. 형세가 뒤집혀짐,N1
脚本,きゃくほん,각본,N1
客間,きゃくま,응접실. 객실,N2
きゃしゃな,きゃしゃな,날씬하고 연약하게 보이는,N1
客観的な,きゃっかんてきな,객관적인,N1
キャッチ,キャッチ,캐치,N1
キャプテン,キャプテン,캡틴,N2
キャリア,キャリア,캐리어. 경력,N1
ギャング,ギャング,갱,N2
キャンパス,キャンパス,캠퍼스,N3
キャンプ,キャンプ,캠프,N3
きゅう,-球,(숫자+)-구 (공),N2
きゅう,-級,-급 (등급),N2
きゅう-,旧-,구- (옛),N2
九,きゅう,구. 아홉,N5
救援,きゅうえん,구원,N1
休暇,きゅうか,휴가,N3
休学,きゅうがく,휴학,N1
休業,きゅうぎょう,휴업,N3
究極,きゅうきょく/窮極,궁극적임,N1
窮屈な,きゅうくつな,갑갑한. 답답한. 꼭 끼는,N1
休憩,きゅうけい,휴게. 휴식,N3
急激な,きゅうげきな,급격한,N2
休講,きゅうこう,휴강,N2
急行,きゅうこう,급행(열차),N4
球根,きゅうこん,구근. 알뿌리,N1
救済,きゅうさい,구제,N1
吸収,きゅうしゅう,흡수,N2
救助,きゅうじょ,구조,N2
給食,きゅうしょく,급식,N3
休戦,きゅうせん,휴전,N1
休息,きゅうそく,휴식,N2
急速な,きゅうそくな,급속한,N1
旧知,きゅうち,전부터 아는 사이. 구면,N1
宮殿,きゅうでん,궁전,N1
急な,きゅうな,급한. 가파른,N3
牛肉,ぎゅうにく,쇠고기,N5
牛乳,ぎゅうにゅう,우유,N5
窮乏,きゅうぼう,궁핍함,N1
休養,きゅうよう,휴양,N3
丘陵,きゅうりょう,구릉. 언덕,N1
給料,きゅうりょう,급료. 급여. 월급,N3
寄与,きよ,기여. 이바지함,N1
清い,きよい,맑다. 깨끗하다. 청렴결백하다,N2
きょう,-強,-강. 조금 넘음. 이상,N1
ぎょう,-業,-업 (직업),N2
行,ぎょう,행. 글자의 가로 세로의 줄,N3
今日,きょう,오늘,N5
驚異,きょうい,경이로움,N1
教育,きょういく,교육,N4
強化,きょうか,강화,N3
教科,きょうか,교과,N1
協会,きょうかい,협회,N1
境界,きょうかい,경계 (border),N2
教会,きょうかい,교회,N4
共学,きょうがく,공학,N1
教科書,きょうかしょ,교과서,N3
共感,きょうかん,공감,N1
競技,きょうぎ,경기,N2
協議,きょうぎ,협의,N1
行儀,ぎょうぎ,예의범절. 예절,N2
供給,きょうきゅう,공급,N2
境遇,きょうぐう,경우. 처지. 형편,N1
教訓,きょうくん,교훈,N1
強行,きょうこう,강행,N1
強硬な,きょうこうな,강경한,N1
教材,きょうざい,교재,N1
凶作,きょうさく,흉작,N1
共産,きょうさん,공산,N2
教師,きょうし,교사,N3
行事,ぎょうじ,행사,N3
教室,きょうしつ,교실,N5
業者,ぎょうしゃ,업자. 업체,N1
享受,きょうじゅ,향수. 받아들여 누림,N1
教授,きょうじゅ,교수,N3
教習,きょうしゅう,교습,N1
郷愁,きょうしゅう,향수,N1
恐縮,きょうしゅく,남의 후의나 남에게 끼친 폐에 대해 황송함,N2
教職,きょうしょく,교직,N1
興じる,きょうじる,흥겨워하다,N1
強制,きょうせい,강제,N1
行政,ぎょうせい,행정,N1
業績,ぎょうせき,업적,N1
競争,きょうそう,경쟁,N3
兄弟,きょうだい,형제,N5
協調,きょうちょう,협조,N2
強調,きょうちょう,강조,N3
共通,きょうつう,공통,N3
協定,きょうてい,협정,N1
郷土,きょうど,향토,N1
共同,きょうどう,공동,N2
器用な,きような,손재주가 있는,N2
脅迫,きょうはく,협박,N1
恐怖,きょうふ,공포,N2
興味,きょうみ,흥미. 관심,N4
業務,ぎょうむ,업무,N1
共鳴,きょうめい,공명,N1
教養,きょうよう,교양,N2
郷里,きょうり,향리. 고향,N1
協力,きょうりょく,협력,N3
強力な,きょうりょくな,강력한,N2
行列,ぎょうれつ,행렬,N2
強烈な,きょうれつな,강렬한,N1
共和国,きょうわこく,공화국,N1
許可,きょか,허가,N3
漁業,ぎょぎょう,어업,N2
きょく,-局,-국 (관청. 회사),N2
極限,きょくげん,극한,N1
曲線,きょくせん,곡선,N2
極端な,きょくたんな,극단적인,N1
居住,きょじゅう,거주,N1
拒絶,きょぜつ,거절,N1
漁船,ぎょせん,어선,N1
漁村,ぎょそん,어촌,N1
巨大な,きょだいな,거대한,N2
去年,きょねん,작년,N5
拒否,きょひ,거부,N1
許容,きょよう,허용,N1
清らかな,きよらかな,맑은. 청순한,N1
嫌いな,きらいな,싫어하는,N5
嫌う,きらう,싫어하다,N2
きらびやかな,きらびやかな,눈부시게 아름다운,N1
きり,-*,-만.,N1
義理,ぎり,의리,N1
切り,きり,일단락. 끝맺기. 한도. 끝. 切りがない 끝이 없다,N1
霧,きり,안개,N2
切り替え,きりかえ/切り換え,전환. 갱신,N1
規律,きりつ,규율,N2
気流,きりゅう,기류,N1
切る,きる,(1G) 자르다. 베다. 끊다,N4
着る,きる,입다,N5
きれ,-切れ,…조각. 유효기간이 지나감. 완전히 …함,N2
きれいな,きれいな,예쁜. 깨끗한,N5
切れ目,きれめ,끊어진 자국. 잘린 곳,N1
切れる,きれる,끊어지다. 잘라지다,N2
キロ,キロ,킬로,N4
記録,きろく,기록,N3
議論,ぎろん,의논,N2
疑惑,ぎわく,의혹,N1
極めて,きわめて,극히. 더없이. 지극히,N1
菌,きん,균,N1
金,きん,금,N2
銀,ぎん,은,N2
禁煙,きんえん,금연,N3
金額,きんがく,금액,N2
近眼,きんがん,근안. 근시안,N1
緊急,きんきゅう,긴급,N1
金庫,きんこ,금고,N2
均衡,きんこう,균형,N1
近郊,きんこう,근교,N1
銀行,ぎんこう,은행,N5
禁止,きんし,금지,N3
近所,きんじょ,근처. 이웃집,N4
禁じる,きんじる,금하다. 금지하다,N2
金銭,きんせん,금전,N2
金属,きんぞく,금속,N2
近代,きんだい,근대,N2
緊張,きんちょう,긴장,N2
筋肉,きんにく,근육,N2
勤勉な,きんべんな,근면한. 부지런한,N1
吟味,ぎんみ,음미,N1
勤務,きんむ,근무,N3
禁物,きんもつ,금물,N1
金融,きんゆう,금융,N2
金曜日,きんようび,화요일,N5
勤労,きんろう,근로,N1
く,-句,(숫자+)-구 (글),N2
く,-区,-구 (구획),N2
苦,く,고생. 괴로움,N1
具合,ぐあい,(몸)상태. 형편,N4
区域,くいき,구역,N3
クイズ,クイズ,퀴즈,N3
食い違う,くいちがう,어긋나다. 엇갈리다. 틀어지다,N1
食う,くう,먹다 (남자말),N2
空間,くうかん,공간,N1
空気,くうき,공기,N4
空港,くうこう,공항,N4
偶数,ぐうすう,짝수,N2
偶然,ぐうぜん,우연히,N2
空想,くうそう,공상,N2
空中,くうちゅう,공중,N2
空腹,くうふく,배고픔,N1
クーラー,クーラー,쿨러. 냉방 장치. 에어컨,N3
区画,くかく,구획,N1
区間,くかん,구간,N3
くぎ,くぎ,못,N2
茎,くき,줄기,N1
区切り,くぎり/句切り,단락. 일단락,N1
区切る,くぎる/句切る,(1G) 단락을 짓다. 구획 짓다,N2
潜る,くぐる,밑으로 빠져 나가다,N1
草,くさ,풀,N4
臭い,くさい,(고약한) 냄새가 나다,N3
鎖,くさり,사슬,N2
腐る,くさる,썩다. 상하다. 부패하다,N3
くし,くし,빗,N2
くじ,くじ,제비뽑기. 추첨,N3
くじ引き,くじびき,제비뽑기. 추첨,N1
くしゃみ,くしゃみ,재채기,N3
苦情,くじょう,고충. 불평. 불만,N2
苦心,くしん,고심,N2
くず,くず,쓰레기. 부스러기,N2
くすぐったい,くすぐったい,간지럽다,N1
崩す,くずす,무너뜨리다,N2
薬,くすり,약,N5
崩れる,くずれる,무너지다. 허물어지다. 붕괴하다,N2
癖,くせ,버릇,N3
管,くだ,관. 속이 빈 둥근 막대,N2
具体的な,ぐたいてきな,구체적인,N2
砕く,くだく,부수다. 깨뜨리다,N2
砕ける,くだける,부서지다. 깨지다,N2
下さい,ください,주세요,N4
下さる,くださる,くれる의 높임말. (나에게) 주시다,N4
くたびれる,くたびれる,지치다. 피로하다,N3
果物,くだもの,과일,N5
くだらない,くだらない,하찮다. 시시하다,N3
下り,くだり,내려감 (특히 수도권에서 지방으로),N3
下る,くだる,내려가다 ⇔のぼる[上る],N3
愚痴,ぐち,푸념. 불평,N1
口,くち,입,N5
口ずさむ,くちずさむ,읊조리다. 흥얼거리다,N1
くちばし,くちばし,부리. 주둥이,N1
唇,くちびる,입술,N2
口紅,くちべに,입술연지. 립스틱,N2
朽ちる,くちる,(나무 등이)썩다. 쇠퇴하다,N1
靴,くつ,신발. 구두,N5
苦痛,くつう,고통,N2
覆す,くつがえす,뒤집다,N1
くっきり,くっきり,또렷이. 선명하게,N1
靴下,くつした,양말,N5
ぐっすり,ぐっすり,푹 (+자다),N3
屈折,くっせつ,굴절,N1
くっつく,くっつく,달라붙다,N2
くっつける,くっつける,붙이다. 들러붙게 하다,N2
ぐっと,ぐっと,꿀꺽. 쭉. 한층. 훨씬. 뭉클,N1
くどい,くどい,지루할 정도로 장황하다. 끈덕지다,N2
句読点,くとうてん,구두점,N2
国,くに,나라,N5
配る,くばる,나누어 주다,N3
首,くび,목,N4
首飾り,くびかざり,목걸이,N1
首輪,くびわ,목걸이. 개목걸이,N1
工夫,くふう,여러 가지로 궁리함. 고안함,N2
区分,くぶん,구분,N2
区別,くべつ,구별,N3
組,くみ,조. 반. 학급. 한 패. 세트. 쌍. 조판,N2
組合,くみあい,(노동)조합,N2
組み合わせ,くみあわせ,짜 맞춤. 편성. 조합,N2
組み合わせる,くみあわせる,짜 맞추다. 편성하다. 짝을 짓다,N1
組み込む,くみこむ,짜 넣다. 한패에 넣다. 편입하다,N1
組み立てる,くみたてる,조립하다,N2
くむ,くむ,(물을) 푸다. 퍼올리다,N2
酌む,くむ,따라서 마시다. 추측하다. 참작하다,N2
組む,くむ,엇걸다. 끼다. 짜다,N2
雲,くも,구름,N4
曇,くもり(り),흐림,N4
曇る,くもる,흐리다. 흐려지다,N4
悔しい,くやしい,분하다. 억울하다,N3
悔,くやむ(や)む,후회하다,N2
倉,くら/蔵,곳간. 곳집. 창고,N1
くらい/ぐらい,-*,-정도.,N5
暗い,くらい,어둡다,N5
暮らし,くらし,살림. 생계,N3
クラシック,クラシック,클래식,N2
クラス,クラス,클래스. 반. 학급,N5
暮らす,くらす,살아가다. 세월을 보내다,N3
比べる,くらべる,비교하다,N4
グラム,グラム,그램,N4
クリーニング,クリーニング,클리닝,N3
クリーム,クリーム,크림,N2
繰り返す,くりかえす,되풀이하다. 반복하다,N3
クリスマス,クリスマス,크리스마스,N2
来る,くる,오다,N5
狂う,くるう,미치다. 이상해지다,N2
グループ,グループ,그룹,N3
苦しい,くるしい,괴롭다. 고통스럽다,N4
苦しむ,くるしむ,괴로워하다,N3
車,くるま,수레의 총칭. 차,N5
くるむ,くるむ,휩싸다. 감싸다. 둘러싸다,N2
暮れ,くれ,해질 녘. 연말,N2
グレー,グレー,그레이. 회색,N1
クレーン,クレーン,크레인. 기중기,N1
くれる,くれる,(나에게) 주다,N4
暮れる,くれる,(날이) 저물다. (해가) 지다,N4
黒い,くろい,검다. 까맣다,N5
苦労,くろう,고생,N3
玄人,くろうと,전문가,N1
黒字,くろじ,흑자,N2
くわえる,くわえる,물다,N2
加える,くわえる,가하다. 더하다. 보태다,N3
詳しい,くわしい,상세하다. 자세히 알고 있다,N3
加わる,くわわる,가해지다. 더해지다. 가담되다,N3
くん,-君,-군 (호칭),N4
ぐん,-群,-군 (떼. 무리),N1
ぐん,-軍,-군 (군대),N2
軍艦,ぐんかん,군함,N1
軍事,ぐんじ,군사,N1
君主,くんしゅ,군주,N1
群衆,ぐんしゅう,군중,N1
群集,ぐんしゅう,떼지어 모여듦. 군중,N1
軍隊,ぐんたい,군대,N2
訓読,くんどく,한자를 훈으로 읽음. 훈독,N2
軍備,ぐんび,군비,N1
軍服,ぐんぷく,군복,N1
訓読,くんよみ(み),한자를 훈으로 읽음. 훈독 ＝くんどく[訓読],N2
訓練,くんれん,훈련,N2
毛,け,털,N4
刑,けい,형. 형벌,N1
けい,-系,-계 (계통),N1
けい-,計-,총- (합계),N2
けい-,軽-,경- (가벼운),N2
芸,げい,연예. 문무의 재능. 재주,N1
敬意,けいい,경의,N2
経緯,けいい,경위,N1
経営,けいえい,경영,N3
経過,けいか,경과,N1
警戒,けいかい,경계,N1
軽快な,けいかいな,경쾌한,N1
計画,けいかく,계획,N4
契機,けいき,계기,N2
景気,けいき,경기,N2
計器,けいき,계기 (재는 기구),N1
敬具,けいぐ,경구. 경백 (편지의 마지막에 쓰는 말),N1
経験,けいけん,경험,N4
軽減,けいげん,경감,N1
敬語,けいご,경어,N2
稽古,けいこ,배움,N2
傾向,けいこう,경향,N2
蛍光灯,けいこうとう,형광등,N2
警告,けいこく,경고,N2
掲載,けいさい,게재,N1
経済,けいざい,경제,N4
警察,けいさつ,경찰,N4
計算,けいさん,계산,N3
刑事,けいじ,형사,N2
掲示,けいじ,게시,N2
形式,けいしき,형식,N2
傾斜,けいしゃ,경사. 기욺,N1
芸術,げいじゅつ,예술,N3
形勢,けいせい,형세,N1
形成,けいせい,형성,N1
継続,けいぞく,계속,N2
軽率な,けいそつな,경솔한,N1
形態,けいたい,형태,N1
携帯,けいたい,휴대,N3
経度,けいど,경도,N2
毛糸,けいと,모사. 털실,N3
系統,けいとう,계통,N3
芸能,げいのう,예능. 연예,N2
競馬,けいば,경마,N2
刑罰,けいばつ,형벌,N1
経費,けいひ,경비,N1
警備,けいび,경비,N2
警部,けいぶ,경부 (경찰관 계급의 하나),N1
軽蔑,けいべつ,경멸,N1
契約,けいやく,계약,N3
経由,けいゆ,경유,N2
形容詞,けいようし,형용사,N2
形容動詞,けいようどうし,형용동사. な형용사,N2
経歴,けいれき,경력,N1
経路,けいろ,경로,N1
ケーキ,ケーキ,케이크,N4
ケース,ケース,케이스,N3
ゲーム,ゲーム,게임,N4
怪我,けが,상처. 부상,N4
外科,げか,외과,N2
汚らわしい,けがらわしい,더럽다. 추잡스럽다,N1
毛皮,けがわ,모피. 털가죽,N2
劇,げき,극. 연극,N2
劇場,げきじょう,극장,N2
激増,げきぞう,격증. 크게 증가함,N2
劇団,げきだん,극단. 예술 단체,N1
激励,げきれい,격려,N1
今朝,けさ,오늘 아침,N5
景色,けしき,경치. 풍경,N4
消しゴム,けしゴム,지우개,N4
下車,げしゃ,하차,N2
下宿,げしゅく,하숙. 자취,N4
下旬,げじゅん,하순,N3
化粧,けしょう,화장,N3
消す,けす,끄다. 지우다,N5
下水,げすい,하수,N3
ゲスト,ゲスト,게스트,N1
削る,けずる,깎다. 깎아내다. 삭감하다,N2
げた,げた,나막신,N2
桁,けた,자릿수,N2
獣,けだもの,짐승. 인정이 없는 잔인한 인간,N1
けちな,けちな,인색한,N3
血圧,けつあつ,혈압,N2
決意,けつい,결의 (결심),N1
血液,けつえき,혈액,N3
結果,けっか,결과,N3
結核,けっかく,결핵,N1
欠陥,けっかん,결함,N2
血管,けっかん,혈관,N1
決議,けつぎ,결의 (결정 사항),N1
月給,げっきゅう,월급,N2
結局,けっきょく,결국,N3
決行,けっこう,결행. 단행,N2
結合,けつごう,결합,N1
結構です,けっこうです,거절할 때 쓰는 말. 됐습니다,N4
結婚,けっこん,결혼,N5
傑作,けっさく,걸작,N2
決算,けっさん,결산,N1
決して,けっして,결코. 절대로,N4
月謝,げっしゃ,매달 내는 사례금. 수업료,N1
決勝,けっしょう,결승,N1
結晶,けっしょう,결정 (물질의 응결체),N1
決心,けっしん,결심,N3
結成,けっせい,결성,N1
欠席,けっせき,결석,N4
結束,けっそく,결속. 단결,N1
げっそり,げっそり,맥빠진 모양. 홀쪽,N1
決断,けつだん,결단,N1
決定,けってい,결정,N3
欠点,けってん,결점. 단점 ＝たんしょ[短所],N3
月賦,げっぷ,월부,N1
欠乏,けつぼう,결핍,N1
月末,げつまつ,월말,N2
月曜日,げつようび,화요일,N5
結論,けつろん,결론,N3
蹴飛ばす,けとばす,내차다. 걷어차다. 차버리다,N1
けなす,けなす,폄하다. 깎아내리다. 헐뜯다,N1
気配,けはい,기미. 기색,N2
下品な,げひんな,인품이 천한. 품위가 없는 ⇔ じょうひんな[上品な],N3
けむい,けむい,(연기 등이) 맵다. 냅다 ＝けむたい,N2
けむたい,けむたい,(연기 등이) 맵다. 냅다,N2
煙,けむり,연기,N3
煙る,けむる,연기가 나다. 연기가 끼다,N1
獣,けもの,짐승,N1
家来,けらい,가신,N1
下痢,げり,설사. 배탈,N1
蹴る,ける,(1G) (발로) 차다. 걷어차다,N3
けれど,けれど,하지만. 그렇지만 ＝けれども,N3
けれども,けれども,하지만. 그렇지만,N4
険しい,けわしい,험하다,N3
件,けん,건. 사항,N1
けん,-券,-권 (ticket),N2
けん,-権,-권 (권리),N2
県,けん,현 (일본의 행정 구분. 都1 道1 府2 県43),N2
けん,-軒,-채 (집을 세는 단위),N4
げん-,現-,현- (지금),N2
権威,けんい,권위,N1
原因,げんいん,원인,N4
喧嘩,けんか,싸움,N4
見解,けんかい,견해,N2
限界,げんかい,한계,N3
見学,けんがく,견학,N2
玄関,げんかん,현관,N4
元気な,げんきな,건강한. 잘 있는,N5
研究,けんきゅう,연구,N4
兼業,けんぎょう,겸업. 부업,N1
謙虚な,けんきょな,겸허한,N2
現金,げんきん,현금,N3
原形,げんけい,원형,N1
権限,けんげん,권한,N1
言語,げんご,언어,N3
健康,けんこう,건강,N3
原稿,げんこう,원고,N2
現行,げんこう,현행,N1
健康な,けんこうな,건강한,N3
検査,けんさ,검사,N3
現在,げんざい,현재,N3
健在な,けんざいな,건재한,N1
原作,げんさく,원작,N1
原産,げんさん,원산(지),N2
検事,けんじ,검사,N1
原子,げんし,원자,N1
現実,げんじつ,현실,N3
原始的な,げんしてきな,원시적인,N2
元首,げんしゅ,(국가)원수,N1
研修,けんしゅう,연수,N2
厳重な,げんじゅうな,엄중한,N2
原書,げんしょ,원서 (본디의 책),N1
懸賞,けんしょう,현상. 상을 걺,N1
減少,げんしょう,감소,N1
現象,げんしょう,현상,N2
現状,げんじょう,현재 상황,N2
建設,けんせつ,건설,N3
健全な,けんぜんな,건전한,N1
元素,げんそ,원소,N1
現像,げんぞう,(사진)현상. 인화,N1
原則,げんそく,원칙,N1
謙遜,けんそん,겸손,N2
現代,げんだい,현대,N3
見地,けんち,견지. 관점,N1
現地,げんち,현지,N1
建築,けんちく,건축,N2
県庁,けんちょう,현청 (도청에 해당함),N2
限定,げんてい,한정,N1
原点,げんてん,원점,N1
限度,げんど,한도. 한계,N3
検討,けんとう,검토,N2
見当,けんとう,어림을 잡음,N2
現に,げんに,실제로. 목전에,N2
現場,げんば,현장,N2
原爆,げんばく,원자폭탄,N1
顕微鏡,けんびきょう,현미경,N2
見物,けんぶつ,구경,N4
原文,げんぶん,원문,N1
憲法,けんぽう,헌법,N2
厳密な,げんみつな,엄밀한,N1
懸命な,けんめいな,힘껏 한. 열심인. 결사적인,N2
賢明な,けんめいな,현명한,N2
倹約,けんやく,검약. 절약,N1
原油,げんゆ,원유,N2
兼用,けんよう,겸용,N1
権利,けんり,권리,N2
原理,げんり,원리,N2
原料,げんりょう,원료,N2
権力,けんりょく,권력,N1
言論,げんろん,언론,N1
こ,-個,-개,N4
五,ご,오. 다섯,N5
ご,-後,-후 (뒤),N2
ご-,御-,경어 접두사. 주로 한자어 앞에 붙음,N4
碁,ご,바둑,N2
ご,-語,-어(언어),N5
子,こ,아이,N4
語彙,ごい,어휘,N1
濃い,こい,짙다. 진하다,N3
恋,こい,사랑. 연애,N3
恋しい,こいしい,그립다,N2
恋する,こいする,연애하다,N1
恋人,こいびと,연인. 애인,N3
こう,こう,이렇게,N4
こう,-校,-교 (학교),N2
甲,こう,갑. 제1,N1
ごう,-号,-호 (명칭),N2
好意,こうい,호의,N1
行為,こうい,행위,N1
合意,ごうい,합의,N1
強引な,ごういんな,억지로 시키는. 강제적인,N2
幸運,こううん,행운,N3
公園,こうえん,공원,N5
公演,こうえん,공연,N1
講演,こうえん,강연,N2
効果,こうか,효과,N3
硬貨,こうか,동전,N2
後悔,こうかい,후회,N1
公害,こうがい,공해,N2
航海,こうかい,항해,N1
郊外,こうがい,교외,N4
工学,こうがく,공학,N3
合格,ごうかく,합격,N3
高価な,こうかな,고가의. 값이 비싼,N2
豪華な,ごうかな,호화로운,N2
交換,こうかん,교환,N2
抗議,こうぎ,항의,N1
講義,こうぎ,강의,N4
高級な,こうきゅうな,고급스러운,N3
皇居,こうきょ,일왕의 거처,N1
興業,こうぎょう,흥업,N1
公共,こうきょう,공공,N2
好況,こうきょう,호황. 호경기,N1
工業,こうぎょう,공업,N4
鉱業,こうぎょう,광업,N1
航空,こうくう,항공,N2
光景,こうけい,광경,N2
工芸,こうげい,공예,N2
合計,ごうけい,합계. 총액,N2
攻撃,こうげき,공격,N2
貢献,こうけん,공헌,N2
高原,こうげん,고원. 높은 지대,N1
高校,こうこう,고등학교,N4
考古学,こうこがく,고고학,N1
広告,こうこく,광고,N3
交互に,こうごに,번갈아,N1
交差,こうさ,교차,N2
交際,こうさい,교제,N3
工作,こうさく,공작,N1
耕作,こうさく,경작,N2
交差点,こうさてん,교차로. 네거리,N4
鉱山,こうざん,광산,N1
工事,こうじ,공사,N4
講師,こうし,강사,N2
公式,こうしき,공식,N2
口実,こうじつ,구실. 핑계,N2
こうして,こうして,이렇게. 이렇게 해서,N3
後者,こうしゃ,후자 (둘 중의 뒤의 것),N2
校舎,こうしゃ,교사 (학교 건물),N2
公衆,こうしゅう,공중,N2
講習,こうしゅう,강습,N1
口述,こうじゅつ,구술,N1
控除,こうじょ,공제,N1
交渉,こうしょう,교섭,N1
向上,こうじょう,향상,N2
工場,こうじょう,공장,N4
高尚な,こうしょうな,고상한,N1
行進,こうしん,행진,N1
香辛料,こうしんりょう,향신료,N1
洪水,こうずい,홍수,N1
降水,こうすい,강수,N1
香水,こうすい,향수,N2
構成,こうせい,구성,N2
合成,ごうせい,합성,N1
公正な,こうせいな,공정한,N2
功績,こうせき,공적. 공로,N2
光線,こうせん,광선,N2
公然と,こうぜんと,공공연하게,N1
抗争,こうそう,항쟁,N1
構想,こうそう,구상,N1
構造,こうぞう,구조,N2
高層,こうそう,고층,N2
拘束,こうそく,구속,N1
高速,こうそく,고속,N2
後退,こうたい,후퇴,N1
交替,こうたい/交代,교체. 교대,N2
光沢,こうたく,광택. 윤,N1
公団,こうだん,공단,N1
耕地,こうち,경지. 경작지,N2
紅茶,こうちゃ,홍차,N5
校長,こうちょう,교장,N4
好調な,こうちょうな,호조로운. 순조로운,N3
交通,こうつう,교통,N4
校庭,こうてい,교정. 학교 마당,N3
肯定,こうてい,긍정,N2
高度,こうど,고도. 높이,N2
強盗,ごうとう,강도,N2
口頭,こうとう,구두. 입으로 말함,N1
行動,こうどう,행동,N3
講堂,こうどう,강당,N4
高等,こうとう,고등,N2
合同,ごうどう,합동,N3
高等学校,こうとうがっこう,고등학교 ＝こうこう,N3
講読,こうどく,강독,N1
購読,こうどく,구독,N1
高度な,こうどな,고도의. 정도가 높은,N2
購入,こうにゅう,구입,N1
公認,こうにん,공인. 공적인 인정,N1
光熱費,こうねつひ,광열비,N1
後輩,こうはい,후배,N3
荒廃,こうはい,황폐,N1
購買,こうばい,구매,N1
交番,こうばん,파출소,N5
公表,こうひょう,공표. 세상에 널리 알림,N2
好評,こうひょう,호평,N1
交付,こうふ,교부,N1
幸福,こうふく,행복 ＝しあわせ,N3
降伏,こうふく/降服,항복,N1
幸福な,こうふくな,행복한 ＝しあわせな[幸せな],N3
鉱物,こうぶつ,광물,N2
興奮,こうふん,흥분,N1
公平な,こうへいな,공평한,N2
候補,こうほ,후보,N2
公募,こうぼ,공모,N1
巧妙な,こうみょうな,교묘한,N1
公務,こうむ,공무,N2
公務員,こうむいん,공무원,N4
項目,こうもく,항목,N2
公用,こうよう,공용. 공무,N1
紅葉,こうよう,단풍이 듦,N3
小売,こうり(り),소매(상),N1
公立,こうりつ,공립,N3
効率,こうりつ,효율,N1
合理的な,ごうりてきな,합리적인,N2
交流,こうりゅう,교류,N2
合流,ごうりゅう,합류,N3
考慮,こうりょ,고려,N2
効力,こうりょく,효력,N3
声,こえ,소리,N5
護衛,ごえい,호위,N1
越える,こえる,넘다. 넘어가다,N2
超える,こえる,기준을 넘다. 초월하다,N2
コース,コース,코스,N2
コーチ,コーチ,코치,N2
コード,コード,코드,N2
コート,コート,코트,N5
コーナー,コーナー,코너,N1
コーヒー,コーヒー,커피,N5
コーラス,コーラス,코러스. 합창,N2
氷,こおり,얼음,N4
ゴール,ゴール,골. 승점,N2
凍る,こおる,얼다,N2
誤解,ごかい,오해,N3
語学,ごがく,어학,N3
焦がす,こがす,눌리다. 태우다,N2
小柄な,こがらな,몸집 모양 무늬 등이 작은,N1
小切手,こぎって,수표,N1
呼吸,こきゅう,호흡,N2
故郷,こきょう,고향 ＝ふるさと,N3
極,ごく,극히. 아주,N2
語句,ごく,어구. 어귀,N2
国王,こくおう,국왕,N2
国語,こくご,국어,N3
国際,こくさい,국제,N4
国産,こくさん,국산,N4
国籍,こくせき,국적,N2
国定,こくてい,국정 (나라가 정함),N1
告白,こくはく,고백,N1
黒板,こくばん,칠판,N3
克服,こくふく,극복,N2
国防,こくぼう,국방,N1
国民,こくみん,국민,N4
穀物,こくもつ,곡물. 곡식,N2
国有,こくゆう,국유,N1
極楽,ごくらく,극락,N1
国立,こくりつ,국립,N4
国連,こくれん,UN,N1
ご苦労様,ごくろうさま,수고하셨습니다. 수고를 하셨군요,N2
焦,こげちゃいろ(げ)茶色,짙은 갈색,N1
焦げる,こげる,눋다. 타다,N2
語源,ごげん,어원,N1
ここ,ここ,여기,N5
個々,ここ,개개. 낱낱. 하나하나,N1
午後,ごご,오후,N5
凍える,こごえる,얼다. 추위로 떨다,N2
心地,ここち,기분. 마음. 느낌,N1
九日,ここのか,9일,N5
九つ,ここのつ,아홉 개,N5
心,こころ,마음,N4
心当たり,こころあたり,짐작. 짐작 가는 곳,N2
心得,こころえ,소양. 지식,N1
心得る,こころえる,알다. 납득하다,N2
心掛け,こころがけ,마음가짐,N1
